180.00	2.00	2.00	144.00
181.00	2.00	1.00	117.00
182.00	1.00	2.00	167.00
183.00	1.00	2.00	182.00
184.00	1.00	2.00	159.00
185.00	1.00	1.00	173.00
186.00	2.00	1.00	106.00
187.00	1.00	1.00	139.00
188.00	1.00	1.00	146.00
189.00	2.00	2.00	143.00
190.00	1.00	1.00	146.00
191.00	2.00	1.00	114.00
192.00	2.00	1.00	178.00
193.00	2.00	1.00	132.00
194.00	1.00	2.00	153.00
195.00	2.00	2.00	167.00
196.00	2.00	1.00	188.00
197.00	2.00	2.00	119.00
198.00	2.00	2.00	131.00
199.00	1.00	1.00	129.00
200.00	2.00	2.00	143.00
201.00	1.00	1.00	169.00
202.00	1.00	1.00	154.00
203.00	1.00	1.00	196.00
204.00	2.00	2.00	133.00
205.00	1.00	1.00	137.00
206.00	1.00	1.00	165.00
207.00	1.00	2.00	156.00
208.00	1.00	1.00	145.00
209.00	2.00	2.00	165.00
210.00	2.00	2.00	189.00
211.00	2.00	2.00	163.00
212.00	1.00	1.00	127.00
213.00	2.00	2.00	163.00
214.00	1.00	1.00	108.00
215.00	2.00	2.00	185.00
216.00	1.00	1.00	145.00
217.00	1.00	1.00	186.00
218.00	1.00	1.00	169.00
219.00	1.00	2.00	173.00
220.00	2.00	1.00	198.00
221.00	2.00	2.00	152.00
222.00	2.00	1.00	156.00
223.00	2.00	2.00	130.00
224.00	2.00	2.00	180.00
225.00	2.00	2.00	90.90
226.00	2.00	2.00	151.00
227.00	2.00	2.00	141.00
228.00	1.00	1.00	125.00
229.00	1.00	1.00	135.00
230.00	1.00	1.00	179.00
231.00	2.00	2.00	149.00
232.00	1.00	1.00	83.20
233.00	1.00	2.00	168.00
234.00	1.00	1.00	159.00
235.00	2.00	2.00	143.00
236.00	2.00	2.00	143.00
237.00	2.00	2.00	146.00
238.00	1.00	2.00	191.00
239.00	1.00	1.00	150.00
240.00	2.00	2.00	111.00
241.00	2.00	1.00	158.00
242.00	2.00	2.00	145.00
243.00	1.00	1.00	160.00
244.00	1.00	1.00	183.00
245.00	2.00	1.00	124.00
246.00	1.00	1.00	147.00
247.00	2.00	2.00	165.00
248.00	1.00	2.00	114.00
249.00	1.00	1.00	138.00
250.00	1.00	1.00	181.00
251.00	1.00	2.00	181.00
252.00	1.00	1.00	113.00
253.00	2.00	2.00	154.00
254.00	1.00	1.00	134.00
255.00	2.00	2.00	147.00
256.00	2.00	1.00	98.70
257.00	1.00	1.00	133.00
258.00	2.00	2.00	145.00
259.00	1.00	2.00	99.50
260.00	2.00	2.00	158.00
261.00	2.00	2.00	165.00
262.00	1.00	1.00	130.00
263.00	2.00	1.00	105.00
264.00	2.00	1.00	159.00
265.00	1.00	2.00	114.00
266.00	2.00	2.00	150.00
267.00	1.00	1.00	127.00
268.00	1.00	1.00	149.00
269.00	1.00	1.00	171.00
270.00	1.00	1.00	186.00
271.00	2.00	2.00	188.00
272.00	2.00	2.00	139.00
273.00	1.00	2.00	170.00
274.00	2.00	1.00	99.50
275.00	1.00	2.00	159.00
276.00	2.00	1.00	135.00
277.00	2.00	2.00	151.00
278.00	2.00	1.00	158.00
279.00	1.00	1.00	175.00
280.00	1.00	1.00	178.00
281.00	1.00	2.00	144.00
282.00	1.00	2.00	165.00
283.00	1.00	2.00	186.00
284.00	2.00	2.00	167.00
285.00	2.00	2.00	139.00
286.00	2.00	2.00	148.00
287.00	2.00	1.00	143.00
288.00	2.00	1.00	110.00
289.00	1.00	1.00	163.00
290.00	1.00	1.00	133.00
291.00	1.00	2.00	143.00
292.00	2.00	1.00	170.00
293.00	2.00	2.00	195.00
294.00	2.00	2.00	166.00
295.00	2.00	1.00	193.00
296.00	1.00	2.00	157.00
297.00	1.00	1.00	138.00
298.00	2.00	1.00	124.00
299.00	2.00	1.00	141.00
300.00	1.00	2.00	205.00
301.00	1.00	1.00	141.00
302.00	1.00	1.00	161.00
303.00	1.00	2.00	144.00
304.00	2.00	2.00	172.00
305.00	2.00	2.00	167.00
306.00	1.00	1.00	171.00
307.00	1.00	1.00	170.00
308.00	2.00	2.00	136.00
309.00	2.00	2.00	168.00
310.00	2.00	2.00	126.00
311.00	2.00	1.00	135.00
312.00	1.00	1.00	146.00
313.00	1.00	2.00	176.00
314.00	2.00	2.00	146.00
315.00	2.00	2.00	146.00
316.00	1.00	1.00	167.00
317.00	1.00	1.00	186.00
318.00	1.00	2.00	178.00
319.00	2.00	1.00	143.00
320.00	1.00	1.00	174.00
321.00	2.00	2.00	126.00
322.00	1.00	1.00	138.00
323.00	1.00	2.00	162.00
324.00	2.00	1.00	158.00
325.00	1.00	1.00	123.00
326.00	1.00	1.00	149.00
327.00	2.00	1.00	141.00
328.00	1.00	2.00	165.00
329.00	2.00	2.00	170.00
330.00	1.00	1.00	141.00
331.00	1.00	1.00	171.00
332.00	2.00	2.00	93.30
333.00	2.00	1.00	149.00
334.00	2.00	2.00	124.00
335.00	1.00	2.00	182.00
336.00	2.00	2.00	162.00
337.00	1.00	1.00	141.00
338.00	1.00	2.00	153.00
339.00	2.00	1.00	166.00
340.00	1.00	1.00	159.00
341.00	2.00	2.00	147.00
342.00	1.00	1.00	159.00
343.00	1.00	1.00	153.00
344.00	2.00	2.00	131.00
345.00	2.00	1.00	130.00
346.00	2.00	1.00	150.00
347.00	1.00	2.00	155.00
348.00	1.00	2.00	140.00
349.00	1.00	2.00	146.00
350.00	1.00	2.00	144.00
351.00	2.00	2.00	179.00
352.00	2.00	2.00	119.00
353.00	2.00	1.00	126.00
354.00	2.00	1.00	182.00
355.00	2.00	2.00	164.00
356.00	2.00	1.00	164.00
357.00	1.00	1.00	169.00
358.00	2.00	1.00	134.00
359.00	2.00	1.00	174.00
360.00	2.00	1.00	133.00
361.00	1.00	2.00	152.00
362.00	1.00	1.00	147.00
363.00	1.00	1.00	167.00
364.00	2.00	2.00	133.00
365.00	1.00	1.00	139.00
366.00	1.00	2.00	166.00
367.00	1.00	2.00	148.00
368.00	2.00	2.00	167.00
369.00	2.00	2.00	167.00
370.00	2.00	2.00	151.00
371.00	1.00	2.00	185.00
372.00	1.00	1.00	146.00
373.00	1.00	1.00	141.00
374.00	2.00	2.00	168.00
375.00	2.00	2.00	126.00
376.00	1.00	2.00	194.00
377.00	1.00	1.00	125.00
378.00	2.00	1.00	113.00
379.00	1.00	2.00	160.00
380.00	1.00	1.00	138.00
381.00	1.00	1.00	135.00
382.00	1.00	1.00	158.00
383.00	2.00	1.00	179.00
384.00	1.00	2.00	150.00
385.00	1.00	1.00	173.00
386.00	2.00	2.00	114.00
387.00	2.00	1.00	156.00
388.00	2.00	2.00	113.00
389.00	1.00	1.00	125.00
390.00	1.00	2.00	160.00
391.00	1.00	1.00	166.00
392.00	2.00	2.00	141.00
393.00	2.00	2.00	176.00
394.00	2.00	1.00	165.00
395.00	1.00	1.00	149.00
396.00	2.00	2.00	165.00
397.00	1.00	2.00	162.00
398.00	2.00	2.00	120.00
399.00	2.00	2.00	172.00
400.00	2.00	2.00	174.00
401.00	2.00	2.00	158.00
402.00	1.00	1.00	147.00
403.00	1.00	2.00	151.00
404.00	1.00	1.00	169.00
405.00	2.00	2.00	133.00
406.00	1.00	1.00	159.00
407.00	1.00	1.00	207.00
408.00	2.00	1.00	143.00
409.00	2.00	2.00	136.00
410.00	2.00	2.00	142.00
411.00	2.00	1.00	135.00
412.00	1.00	1.00	193.00
413.00	1.00	2.00	177.00
414.00	1.00	1.00	130.00
415.00	1.00	1.00	182.00
416.00	1.00	1.00	86.10
417.00	1.00	1.00	173.00
418.00	2.00	2.00	137.00
419.00	2.00	2.00	149.00
420.00	2.00	2.00	149.00
421.00	2.00	2.00	128.00
422.00	1.00	1.00	119.00
423.00	1.00	1.00	132.00
424.00	2.00	2.00	101.00
425.00	2.00	2.00	82.40
426.00	2.00	1.00	185.00
427.00	1.00	1.00	128.00
428.00	1.00	1.00	157.00
429.00	2.00	2.00	167.00
430.00	1.00	1.00	133.00
431.00	2.00	2.00	119.00
432.00	1.00	1.00	85.90
433.00	2.00	2.00	131.00
434.00	1.00	1.00	127.00
435.00	1.00	1.00	171.00
436.00	1.00	2.00	149.00
437.00	2.00	2.00	167.00
438.00	2.00	2.00	133.00
439.00	2.00	2.00	170.00
440.00	2.00	2.00	165.00
441.00	1.00	1.00	139.00
442.00	2.00	2.00	119.00
443.00	1.00	1.00	131.00
444.00	1.00	1.00	175.00
445.00	2.00	2.00	154.00
446.00	2.00	1.00	160.00
447.00	1.00	1.00	137.00
448.00	2.00	2.00	152.00
449.00	1.00	1.00	151.00
450.00	2.00	1.00	146.00
451.00	2.00	1.00	190.00
452.00	1.00	1.00	188.00
453.00	1.00	1.00	143.00
454.00	2.00	2.00	133.00
455.00	1.00	1.00	132.00
456.00	1.00	2.00	200.00
457.00	2.00	2.00	140.00
458.00	1.00	2.00	151.00
459.00	1.00	2.00	192.00
460.00	1.00	1.00	153.00
461.00	2.00	2.00	167.00
462.00	2.00	2.00	133.00
463.00	1.00	2.00	207.00
464.00	1.00	1.00	196.00
465.00	1.00	1.00	138.00
466.00	2.00	2.00	151.00
467.00	2.00	2.00	151.00
468.00	1.00	2.00	152.00
469.00	2.00	2.00	124.00
470.00	2.00	2.00	143.00
471.00	2.00	1.00	194.00
472.00	1.00	1.00	154.00
473.00	1.00	1.00	156.00
474.00	2.00	1.00	143.00
475.00	1.00	1.00	196.00
476.00	2.00	2.00	155.00
477.00	1.00	2.00	163.00
478.00	2.00	1.00	187.00
479.00	1.00	2.00	183.00
480.00	2.00	2.00	160.00
481.00	2.00	1.00	159.00
482.00	1.00	1.00	198.00
483.00	2.00	2.00	139.00
484.00	2.00	2.00	152.00
485.00	1.00	2.00	156.00
486.00	1.00	2.00	143.00
487.00	1.00	1.00	173.00
488.00	1.00	2.00	182.00
489.00	2.00	2.00	161.00
490.00	2.00	1.00	185.00
491.00	1.00	1.00	177.00
492.00	2.00	1.00	151.00
493.00	2.00	1.00	158.00
494.00	1.00	1.00	195.00
495.00	1.00	1.00	156.00
496.00	1.00	2.00	127.00
497.00	2.00	2.00	155.00
498.00	2.00	2.00	147.00
499.00	2.00	1.00	155.00
500.00	1.00	1.00	181.00
501.00	2.00	1.00	127.00
502.00	1.00	2.00	137.00
503.00	1.00	2.00	138.00
504.00	1.00	1.00	162.00
505.00	1.00	1.00	162.00
506.00	2.00	2.00	194.00
507.00	2.00	2.00	207.00
508.00	2.00	1.00	190.00
509.00	2.00	1.00	143.00
510.00	2.00	2.00	158.00
511.00	1.00	1.00	186.00
512.00	1.00	1.00	156.00
513.00	2.00	2.00	136.00
514.00	1.00	1.00	168.00
515.00	2.00	2.00	139.00
516.00	2.00	2.00	195.00
517.00	1.00	2.00	197.00
518.00	2.00	2.00	202.00
519.00	2.00	2.00	175.00
520.00	1.00	1.00	157.00
521.00	2.00	2.00	146.00
522.00	1.00	2.00	135.00
523.00	2.00	1.00	141.00
524.00	2.00	2.00	151.00
525.00	1.00	1.00	147.00
526.00	1.00	1.00	198.00
527.00	1.00	1.00	185.00
528.00	1.00	1.00	171.00
529.00	2.00	2.00	160.00
530.00	1.00	1.00	154.00
531.00	2.00	2.00	178.00
532.00	2.00	2.00	186.00
533.00	1.00	1.00	175.00
534.00	2.00	2.00	146.00
535.00	2.00	2.00	186.00
536.00	1.00	1.00	152.00
537.00	2.00	2.00	149.00
538.00	1.00	1.00	115.00
539.00	1.00	1.00	172.00
540.00	1.00	1.00	140.00
541.00	1.00	2.00	163.00
542.00	2.00	1.00	173.00
543.00	1.00	2.00	161.00
544.00	2.00	1.00	163.00
545.00	2.00	1.00	176.00
546.00	1.00	1.00	155.00
547.00	1.00	2.00	177.00
548.00	2.00	2.00	158.00
549.00	1.00	1.00	128.00
550.00	1.00	2.00	151.00
551.00	2.00	2.00	184.00
552.00	2.00	2.00	158.00
553.00	1.00	1.00	160.00
554.00	1.00	1.00	164.00
555.00	1.00	2.00	190.00
556.00	1.00	1.00	142.00
557.00	1.00	1.00	149.00
558.00	2.00	1.00	147.00
559.00	1.00	2.00	150.00
560.00	2.00	1.00	127.00
561.00	2.00	2.00	135.00
562.00	1.00	2.00	139.00
563.00	2.00	2.00	209.00
564.00	2.00	1.00	184.00
565.00	1.00	1.00	203.00
566.00	1.00	2.00	166.00
567.00	2.00	2.00	160.00
568.00	2.00	2.00	147.00
569.00	1.00	1.00	122.00
570.00	1.00	2.00	162.00
571.00	2.00	2.00	125.00
572.00	2.00	1.00	101.00
573.00	2.00	1.00	118.00
574.00	1.00	1.00	166.00
575.00	2.00	2.00	135.00
576.00	2.00	1.00	131.00
577.00	1.00	1.00	168.00
578.00	1.00	1.00	143.00
579.00	2.00	2.00	119.00
580.00	1.00	1.00	107.00
581.00	1.00	1.00	161.00
582.00	2.00	2.00	113.00
583.00	2.00	2.00	148.00
584.00	2.00	2.00	161.00
585.00	1.00	1.00	166.00
586.00	1.00	1.00	121.00
587.00	2.00	2.00	127.00
588.00	2.00	2.00	135.00
589.00	1.00	1.00	186.00
590.00	2.00	2.00	111.00
591.00	1.00	1.00	170.00
592.00	2.00	2.00	125.00
593.00	2.00	2.00	159.00
594.00	2.00	2.00	113.00
595.00	2.00	1.00	176.00
596.00	2.00	2.00	124.00
597.00	1.00	1.00	124.00
598.00	1.00	1.00	140.00
599.00	2.00	1.00	130.00
600.00	2.00	2.00	152.00
601.00	2.00	2.00	175.00
602.00	1.00	1.00	128.00
603.00	2.00	2.00	131.00
604.00	1.00	1.00	135.00
605.00	1.00	1.00	123.00
606.00	1.00	1.00	122.00
607.00	1.00	2.00	145.00
608.00	2.00	2.00	185.00
609.00	1.00	1.00	158.00
610.00	1.00	2.00	166.00
611.00	1.00	1.00	158.00
612.00	2.00	2.00	111.00
